,G547 N,G547 T,G576 N,G576 T,G652 N,G652 T,G659 N,G659 T,G691 N,G691 T,G696 N,G696 T,G699 N,G699 T,G761 N,G761 T,G850 N,G850 T,G871 N,G871 T,G701 N,G701 T,G013 N,G013 T,G603 N,G603 T,G026 N,G026 T,G220 N,G220 T,G575 N,G575 T,G613 N,G613 T,G702 N,G702 T,G623 N,G623 T,G645 N,G645 T,G529 N,G529 T,G648 N,G648 T,G601 N,G601 T,G727 N,G727 T,G001 N,G001 T,G243 N,G243 T,G531 N,G531 T,G612 N,G612 T,G428 N,G428 T,G699N_2*,G761T_2*
miR-616,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,4,0,0,0,0,5,1,0,0,1,1,0,0,0,3,1,0,1,1,0,0,0,0,0
miR-616*,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,7,0,0,0,0,0,2,2,1,1,3,0,0,1,6,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0
miR-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-618,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,1,0
miR-622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
miR-624*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,3,7,0,0,3,0,7,6,4,3,3,5,2,0,3,4,1,0,3,1,0,0,0,0,1,2,1,3,0,0,0,1,0,0
miR-625,1,2,0,1,1,3,0,0,1,2,0,1,0,5,7,0,2,0,1,1,0,0,1,0,1,1,0,1,0,8,0,1,1,5,2,0,0,7,0,0,5,5,2,1,1,0,3,0,0,0,2,3,2,1,2,0,0,0,2,0
miR-625*,0,2,0,2,2,0,1,1,1,1,0,0,0,6,16,0,0,2,2,2,1,0,0,5,3,0,2,0,1,3,0,0,2,4,2,3,0,14,6,0,14,4,3,0,12,0,2,0,0,0,2,2,1,4,31,0,0,0,1,0
miR-627,0,0,1,1,1,0,1,0,0,2,1,0,0,49,0,0,0,0,1,0,0,0,0,1,0,0,0,26,0,0,1,0,5,0,1,0,6,7,2,0,4,8,4,0,1,7,1,0,0,3,12,0,2,8,1,0,0,0,0,0
miR-628-3p,1,2,1,5,0,3,5,0,0,3,1,0,0,0,4,0,2,1,5,6,0,0,0,0,10,0,3,8,2,3,4,0,2,4,12,0,8,3,9,0,3,25,9,1,0,0,1,0,0,2,14,0,1,0,0,0,0,0,0,0
miR-628-5p,2,0,0,4,1,3,7,0,0,3,0,0,0,0,3,0,0,0,4,0,7,0,8,6,6,0,2,7,0,1,8,0,22,8,8,0,18,11,8,0,8,31,11,0,2,2,1,1,0,1,12,0,4,4,1,0,0,0,0,0
miR-629,0,2,1,6,1,3,0,2,1,1,0,0,0,9,13,0,2,4,25,0,1,1,1,8,116,0,1,183,3,7,64,0,7,9,12,1,5,5,70,0,3,57,73,0,6,15,14,1,35,4,29,10,1,14,5,0,0,0,27,0
miR-629*,0,1,0,68,0,0,0,5,0,0,0,0,0,8,0,0,0,5,0,0,1,0,0,4,0,0,4,19,0,2,0,1,2,18,1,1,0,61,0,0,9,31,0,0,0,65,0,0,0,0,1,17,1,194,0,0,1,0,0,1
miR-636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-641,0,1,0,0,1,1,3,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,2,2,1,0,1,1,2,0,3,1,1,0,4,0,2,0,0,0,7,3,2,2,1,0,1,0,0,0
miR-642,0,1,0,7,0,2,0,0,0,0,1,0,0,6,7,0,1,0,1,3,0,0,0,8,1,0,2,45,0,4,3,0,0,12,5,0,7,30,14,0,52,61,6,0,14,14,1,0,0,7,55,14,31,18,40,0,0,0,1,0
miR-643,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-651,0,0,1,18,1,4,2,3,0,6,0,0,0,4,5,1,0,4,3,1,0,1,0,2,0,6,0,109,0,6,8,4,14,3,10,0,11,6,7,0,10,59,24,1,3,2,0,2,0,5,12,2,7,6,1,1,0,0,1,0
miR-652,4,11,8,40,11,8,5,6,4,13,0,2,0,14,30,4,7,3,14,8,2,2,39,21,114,13,28,364,11,16,241,3,49,47,98,3,254,98,90,1,95,308,134,2,13,82,9,1,39,166,317,98,21,50,9,3,7,0,137,1
miR-653,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,1,0,1,1,0,0,0,0,7,4,6,0,1,2,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-654-3p,0,2,3,6,4,0,7,0,1,1,0,0,0,0,6,1,0,1,21,3,4,1,11,26,8,1,11,49,2,10,32,1,159,11,85,1,28,15,31,0,17,65,11,0,2,5,3,0,1,8,16,6,1,8,5,0,0,0,1,0
miR-654-5p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-655,0,3,0,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,6,3,4,3,5,11,2,0,2,27,0,1,16,0,126,2,47,0,38,8,14,0,15,47,15,0,1,3,2,1,0,0,33,1,15,5,0,0,9,0,0,0
miR-656,0,0,0,4,0,0,2,0,0,1,0,0,0,0,2,0,0,0,2,1,1,0,0,4,0,2,2,4,0,1,2,0,34,3,15,0,7,3,7,0,6,26,0,0,2,0,3,0,0,0,2,0,2,1,1,0,0,0,0,0
miR-658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
miR-659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-660,28,20,25,246,41,163,296,13,48,417,9,3,1,26,87,3,18,9,372,23,131,7,134,34,76,19,13,1180,3,62,566,11,221,53,247,4,1323,205,389,2,161,1234,1089,4,48,338,68,19,93,6612,1175,68,87,99,60,17,0,0,79,2
miR-663,0,97,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-665,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,4,2,0,6,0,4,0,2,3,3,0,0,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0
miR-668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
miR-671-3p,0,0,0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,1,5,0,2,0,1,0,3,0,0,5,0,1,2,0,2,2,6,3,4,6,3,0,1,7,4,0,3,1,4,0,1,1,8,1,0,1,0,0,0,0,0,0
miR-671-5p,11,4,0,1,11,56,17,3,16,46,0,0,3,27,1,0,1,5,2,0,3,1,4,0,1,0,0,15,0,0,1,1,0,1,1,0,0,3,1,0,0,11,1,0,1,0,1,1,0,2,15,2,1,0,1,0,0,0,0,0
miR-675,2,0,1,2,1,1,2,0,1,1,1,0,0,1,9,9,0,0,32,6,2,1,2,0,7,1,7,13,0,20,2,1,10,0,5,0,9,1,36,4,18,16,31,5,5,7,0,1,1,1,34,1,17,0,2,0,0,1,7,0
miR-7,3,61,3,252,8,195,25,228,9,257,2,15,0,109,15,3,40,338,24,131,8,4,6,29,33,91,77,2285,22,85,30,397,21,164,102,79,187,203,59,11,39,2520,27,4,9,116,8,245,2,3321,532,84,21,910,11,38,0,8,15,26
miR-708,3,84,25,448,8,24,58,31,4,20,1,2,0,36,24,0,8,14,26,4,28,3,92,515,28,18,43,876,1,43,45,0,126,113,75,15,154,248,78,8,238,1576,178,0,37,213,18,0,17,12,200,99,55,221,24,3,2,0,3,0
miR-708*,0,3,2,5,0,4,3,1,2,3,0,0,0,2,4,1,0,0,7,2,9,2,14,8,13,4,0,45,0,6,28,0,47,2,27,2,30,11,32,1,15,32,47,0,9,17,4,0,7,9,63,5,12,3,7,2,0,1,3,0
miR-7-1*,1,3,2,30,2,17,12,7,0,4,1,1,0,3,19,0,5,10,16,6,6,0,11,5,20,5,3,137,0,8,51,2,69,25,50,1,43,39,67,0,37,136,89,0,8,8,5,0,0,6,45,6,18,44,12,0,3,1,1,0
miR-7-2*,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,1,0,0,2,1,0,0,3,1,0,8,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
miR-744,2,9,11,29,10,15,46,7,44,16,1,1,1,8,46,1,0,4,28,6,14,6,52,16,108,7,18,266,2,12,27,0,69,6,78,0,155,18,40,3,45,180,31,1,51,11,13,0,6,75,324,20,29,36,7,0,0,0,17,3
miR-744*,0,0,0,2,1,0,0,0,1,1,0,0,0,0,4,0,0,1,4,0,1,0,5,0,3,0,0,27,0,3,3,0,9,0,10,0,4,2,3,0,1,16,3,0,1,0,0,0,0,3,7,1,2,2,3,1,0,0,3,0
miR-758,0,1,0,2,0,0,2,0,2,0,0,0,0,0,1,0,0,1,3,0,1,1,3,3,3,1,2,12,0,1,6,1,50,4,24,0,20,4,6,0,10,35,7,0,1,4,0,0,1,12,12,1,3,2,0,0,0,0,1,0
miR-760,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,1,0,2,0,2,2,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,1,0
miR-765,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,3,0,11,0,3,1,0,1,3,7,0,7,5,2,1,6,12,2,1,0,6,0,1,0,5,4,5,0,3,0,1,0,0,1,0
miR-766,0,1,0,6,0,1,0,0,0,1,0,0,0,4,0,0,1,2,1,1,0,1,2,5,3,0,4,20,0,7,1,2,0,7,12,0,10,21,3,0,2,32,0,0,0,1,2,0,0,0,5,5,2,8,1,0,2,0,1,0
miR-767-3p,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-767-5p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-768-3p,0,2,0,0,2,0,3,3,0,0,1,0,0,13,5,0,1,1,1,0,0,0,0,6,0,0,0,2,0,1,4,0,6,0,6,15,1,2,2,0,12,2,4,1,1,1,1,0,0,0,3,1,0,0,0,0,1,0,1,0
miR-768-5p,1,1,5,28,5,8,21,2,2,10,1,0,0,5,86,2,9,21,49,6,5,0,34,47,47,15,56,148,3,45,121,5,227,63,146,2,89,52,206,4,59,116,188,0,100,61,1595,10,10,14,90,12,63,30,101,8,0,0,28,5
miR-769-3p,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,3,2,2,0,3,1,0,0,2,5,0,0,0,2,0,0,0,14,4,2,1,0,0,0,0,0,0,0
miR-769-5p,1,3,3,4,5,0,5,3,7,2,1,0,0,7,3,0,0,0,4,0,8,0,6,2,6,0,3,37,1,5,11,1,16,11,7,0,15,15,6,0,13,42,7,0,4,33,5,0,6,33,39,15,0,19,1,1,0,0,8,0
miR-770-5p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
miR-801,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
miR-873,4,0,3,1,26,1,36,0,102,5,0,0,0,0,0,0,1,1,1,0,4,0,11,0,4,0,0,5,0,0,17,0,10,0,2,0,37,1,16,0,3,3,25,0,2,0,13,0,1,53,1,0,0,0,1,0,0,0,0,0
miR-874,2,4,4,0,9,3,7,0,6,1,1,1,0,6,6,0,1,0,8,0,10,0,9,6,19,2,2,34,0,4,17,0,33,0,37,0,70,0,10,0,4,24,22,0,16,12,4,1,14,16,64,2,4,2,12,0,0,0,15,0
miR-875-3p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-875-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-876-3p,0,0,0,0,2,0,12,0,21,0,0,0,0,0,0,0,0,0,1,0,4,0,11,0,2,0,0,0,0,0,10,0,9,1,6,0,20,1,2,0,1,0,11,0,0,0,7,0,0,6,0,0,1,0,0,0,0,0,0,0
miR-876-5p,1,0,2,0,3,0,20,0,68,2,0,0,0,0,1,0,0,1,5,0,7,0,12,2,2,0,1,2,0,3,5,0,18,1,3,0,34,0,16,0,1,5,38,0,1,8,14,0,0,8,1,1,2,1,0,0,0,0,0,0
miR-877,1,3,3,46,5,6,13,2,2,4,0,2,0,12,19,3,6,37,11,10,1,5,9,49,39,11,33,195,4,33,27,4,44,13,44,3,89,69,67,0,99,114,65,3,6,78,14,0,3,302,67,66,22,104,6,14,1,2,5,3
miR-877*,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,4,3,0,0,0,0,0,0,1,0,1,0,0,0,3,6,1,0,1,0,0,0,0,8,1,5,0,1,0,0,0,0,0,0
miR-885-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,0,0,0,0,2,7,0,2,0,1,0,0,0,0,0
miR-885-5p,0,0,1,0,0,0,1,0,0,0,0,3,0,0,12,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,3,0,27,0,1,0,0,1,1,0,84,1,1,0,13,0,0,0,0,3,48,0,6,0,9,0,0,0,5,0
miR-886-3p,0,7,0,2,3,1,2,3,7,0,0,0,0,8,1,0,0,0,1,0,5,0,3,3,3,1,0,107,1,2,2,1,2,2,5,1,26,11,3,0,2,90,2,0,0,4,3,0,0,0,8,9,1,3,2,0,0,0,1,0
miR-886-5p,2,12,1,9,0,22,6,10,22,0,0,0,0,22,3,0,0,1,5,3,2,3,22,24,32,61,6,273,0,58,4,4,9,7,23,1,103,20,12,9,12,299,5,2,2,27,3,2,3,30,23,69,5,57,7,33,4,0,1,0
miR-887,1,0,1,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,1,8,0,0,3,0,7,0,5,0,32,2,1,0,0,3,1,0,3,3,0,0,0,5,34,2,0,0,1,0,0,0,0,0
miR-888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-889,0,2,0,5,2,4,1,0,1,1,0,0,0,0,3,0,1,0,4,3,0,0,0,4,4,1,1,14,0,3,4,3,40,1,29,1,18,12,9,0,2,35,12,0,0,1,5,0,0,14,16,1,2,2,1,0,0,0,0,0
miR-890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
miR-891a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-891b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
miR-892b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-9,1,0,5,81,7,109,16,4,10,8,0,0,0,3,33,0,2,3,37,2,61,3,10,23,6,5,6,1958,1,20,36,0,210,56,191,3,35,74,133,0,70,873,436,0,8,18,7,1,14,1091,83,3,45,54,20,1,0,0,1,0
miR-9*,0,1,3,83,0,7,3,3,3,3,1,0,0,5,7,0,0,5,11,4,3,1,3,24,2,1,4,313,0,2,11,0,65,38,29,2,12,68,22,0,55,159,36,0,3,29,1,1,8,888,52,6,7,39,2,0,1,1,0,0
miR-923,1,14,0,3,17,1,11,50,14,0,2,0,0,41,1,4,13,2,5,6,0,0,8,7,2,2,2,70,14,0,6,3,9,9,11,5,4,1,3,1,3,7,0,3,5,3,5,65,0,3,6,10,0,2,1,1,0,0,0,4
miR-92a,68,101,90,1823,207,131,226,78,15,628,12,4,1,180,151,14,239,379,327,68,235,63,382,459,782,137,395,14447,110,548,680,83,820,364,1422,172,1298,2712,1408,7,1692,4613,1058,20,354,695,71,1271,118,458,1953,4861,634,2658,153,17,0,1,208,5
miR-92a-1*,2,3,2,30,2,4,8,2,1,17,0,1,1,2,4,0,0,3,0,6,4,0,9,1,7,8,2,395,0,10,3,3,4,2,54,0,19,11,7,8,7,69,8,0,4,88,2,2,2,175,57,24,3,44,1,0,0,0,8,0
miR-92b,11,29,17,333,39,15,41,14,11,24,2,2,2,29,298,2,8,109,61,49,34,4,65,89,188,11,194,867,3,147,110,19,145,140,407,83,216,852,247,0,2658,570,163,5,234,58,20,60,5,57,520,238,363,311,336,2,0,0,26,6
miR-92b*,2,0,2,0,0,1,4,0,0,1,0,0,0,1,3,0,0,1,0,4,1,0,6,1,2,1,6,13,1,5,1,0,7,2,12,1,21,5,1,0,36,14,2,0,3,4,1,0,0,13,54,4,11,3,1,0,2,0,3,0
miR-93,10,36,18,133,126,211,95,4,47,344,6,4,4,53,42,1,43,48,102,2,47,0,74,27,61,15,16,1604,4,33,136,8,117,56,191,6,285,51,110,0,35,1304,204,0,47,229,28,1,0,241,404,53,51,230,27,4,0,0,41,0
miR-93*,2,8,5,65,7,5,6,3,4,19,0,1,0,44,7,4,2,16,14,0,19,0,10,7,10,15,7,774,1,32,13,2,29,3,32,2,43,23,18,0,18,408,29,1,8,106,5,0,6,77,62,40,6,86,5,6,0,0,22,0
miR-933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-934,0,0,0,5,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
miR-935,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,0,2,2,0,0,0,1,0,3,0,0,0,6,1,3,0,1,0,0,0,1,1,1,1,1,0,2,0,0,0,2,0
miR-937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,4,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
miR-938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-939,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-940,0,2,1,4,1,0,0,3,0,1,0,0,0,6,1,3,1,6,0,0,0,0,3,4,0,0,0,54,0,1,0,0,1,2,9,1,5,8,0,0,10,32,0,0,0,8,1,1,0,10,4,11,2,13,0,0,1,0,0,0
miR-941,0,3,0,3,0,0,0,1,2,3,0,0,0,2,0,0,1,0,0,0,3,0,1,0,3,0,0,47,0,0,1,0,3,1,1,0,6,2,3,0,0,8,3,0,0,2,0,1,0,7,6,0,1,6,0,0,0,0,2,0
miR-942,0,0,0,7,0,0,1,0,1,1,0,0,0,2,1,0,0,0,4,0,0,0,2,1,0,1,0,58,0,1,3,2,4,5,8,0,6,3,1,1,1,40,0,0,0,7,0,1,0,1,7,0,0,8,2,0,0,0,1,0
miR-944,0,0,0,114,2,13,0,22,0,0,0,0,0,7,0,0,0,7,0,7,1,1,0,8,1,36,1,1985,0,54,0,27,3,1,10,7,9,79,3,0,2,506,0,3,2,8,0,58,0,2,17,17,2,462,0,18,0,0,0,0
miR-95,5,18,0,326,7,113,37,2,8,168,3,9,0,30,123,1,7,14,34,29,12,1,44,33,110,91,19,4312,27,110,134,6,98,32,415,8,191,129,95,1,199,2045,184,15,41,4,19,1,0,70,255,47,103,142,100,21,0,0,5,5
miR-96,0,7,2,117,1,7,3,9,1,15,0,0,0,18,4,0,18,51,7,2,0,1,1,30,0,3,22,509,7,13,1,1,5,64,30,9,34,23,4,5,39,370,8,0,17,112,0,1,4,253,30,44,4,62,5,0,0,0,14,0
miR-96*,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,14,0,1,0,2,0,1,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
miR-98,17,86,12,542,53,127,474,51,39,114,8,4,0,49,150,0,61,50,342,46,256,28,266,157,298,22,107,1386,9,42,1206,6,1038,139,958,16,1592,377,498,0,693,1461,904,4,130,142,116,3,5,439,1068,174,177,340,54,1,14,606,20,5
miR-99a,344,38,364,7469,933,99,1289,34,166,91,34,27,36,59,961,9,67,75,927,134,627,47,1621,3535,1280,64,2631,6768,40,668,2613,17,5455,960,3288,47,3840,3874,7031,3,6294,1869,9004,2,559,4607,1377,40,416,76,5297,336,1121,1059,461,21,430,89,446,9
miR-99a*,6,1,12,90,17,5,24,5,8,3,0,1,0,1,24,0,3,0,8,5,14,7,35,48,39,4,14,598,2,23,63,2,83,22,76,1,109,24,234,0,56,92,197,0,11,53,31,2,8,1,95,8,16,19,21,0,0,0,14,0
miR-99b,24,36,92,62,97,19,154,3,88,25,7,14,3,35,160,4,11,7,182,25,93,5,421,90,441,11,120,596,20,53,848,6,891,27,756,5,984,69,1324,1,273,549,953,9,180,72,121,15,40,107,919,43,227,122,78,4,177,20,194,6
miR-99b*,3,4,0,9,3,5,4,1,6,1,0,0,0,15,5,0,0,0,4,1,4,1,4,1,2,0,1,59,0,1,12,0,13,3,15,1,32,8,12,0,5,50,12,0,0,6,5,0,4,29,39,6,1,12,2,1,0,0,4,0
Candidate-1-3p (miR-3605-3p),0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,2,1,0,0,4,0,1,4,1,6,1,8,0,2,0,7,0,0,5,5,0,1,0,0,0,0,2,6,2,2,0,1,0,1,0,5,0
Candidate-1-5p (miR-3605-5p),1,0,0,3,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,18,0,0,2,0,1,0,0,0,4,4,1,0,1,7,9,0,0,2,0,0,0,16,7,2,0,0,0,0,0,0,1,0
Candidate-2 (miR-1290),0,112,0,0,0,0,0,2,0,0,0,0,0,26,1,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,4,0,1,3,0,0,16,0,0,0,0,0,0,0,0,0,1
Candidate-3 (miR-1295),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,6,0,0,0,0,0,3,1,3,0,0,0,0,0,0
Candidate-4 (miR-1301),0,1,1,12,4,6,1,3,2,2,2,0,0,19,78,1,2,10,36,1,5,0,5,10,43,3,4,80,3,11,101,1,23,39,40,1,26,66,124,2,90,100,88,1,17,50,11,0,30,45,43,22,10,42,59,3,0,0,46,0
